class,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21
a,0.4672932028770447,0.7410851716995239,0.6499303579330444,0.709199070930481,0.7529146671295166,0.45136159658432007,0.7224383354187012,0.22640229761600494,0.7081321477890015,0.08069249987602234,0.6048768162727356,0.2936600148677826,0.5477564930915833,0.15322345495224,0.5415226817131042,0.31302589178085327,0.5626415610313416,0.4383482336997986,0.45646464824676514,0.34994643926620483,0.4164813160896301,0.20178531110286713,0.43268558382987976,0.40750652551651,0.47462403774261475,0.5041457414627075,0.34190964698791504,0.4139552116394043,0.3020937442779541,0.30366280674934387,0.3423115611076355,0.4957270622253418,0.40994566679000854,0.5766401290893555,0.24799829721450806,0.48882779479026794,0.20171818137168884,0.42358100414276123,0.24172353744506836,0.557602047920227,0.2957717180252075,0.6133145093917847
a,0.4926542043685913,0.799049973487854,0.6849263310432434,0.6885257959365845,0.7723597884178162,0.4476807713508606,0.7415117621421814,0.21276816725730896,0.7023892402648926,0.0741424560546875,0.6288124918937683,0.2968328893184662,0.5370688438415527,0.12672537565231323,0.5457265377044678,0.30031508207321167,0.5791446566581726,0.4202544391155243,0.5012118816375732,0.34416821599006653,0.41705381870269775,0.1988881379365921,0.46193161606788635,0.41051650047302246,0.5125609636306763,0.5027546882629395,0.3986143171787262,0.4055529534816742,0.3166760504245758,0.2896007299423218,0.37652748823165894,0.49822285771369934,0.44338926672935486,0.5787313580513,0.3090176582336426,0.46946853399276733,0.24380430579185486,0.40348225831985474,0.2771387994289398,0.5455170273780823,0.32679855823516846,0.6051193475723267
a,0.4870081841945648,0.7889351844787598,0.65723717212677,0.7025435566902161,0.7535369396209717,0.4542052447795868,0.7260487079620361,0.21175508201122284,0.6871325969696045,0.07291364669799805,0.654707670211792,0.3317227065563202,0.5424836277961731,0.14650550484657288,0.5441967248916626,0.30099019408226013,0.5830439329147339,0.40582042932510376,0.5064949989318848,0.38200870156288147,0.4124780297279358,0.21386654675006866,0.44497939944267273,0.39681050181388855,0.5115244388580322,0.48713257908821106,0.38975590467453003,0.44934821128845215,0.30658581852912903,0.3223232924938202,0.3485051393508911,0.4918246269226074,0.4260002076625824,0.5675098896026611,0.28966832160949707,0.5119187831878662,0.2320537567138672,0.43889904022216797,0.2589544951915741,0.5591374635696411,0.3252483904361725,0.6174896955490112
a,0.4777401089668274,0.7647007703781128,0.654956042766571,0.6851856708526611,0.7506794929504395,0.4429077208042145,0.7200271487236023,0.20297245681285858,0.6939394474029541,0.06396573781967163,0.6284885406494141,0.3179023861885071,0.5286145806312561,0.1495271623134613,0.5359815359115601,0.3102818429470062,0.5655630230903625,0.4226926863193512,0.4859306812286377,0.36750778555870056,0.3982389569282532,0.20780029892921448,0.44142332673072815,0.39731109142303467,0.498651921749115,0.5046323537826538,0.37192201614379883,0.4336512088775635,0.2870559096336365,0.3164314925670624,0.3453621566295624,0.49166250228881836,0.4231356978416443,0.5736261010169983,0.2773675322532654,0.4975284934043884,0.21706828474998474,0.43587160110473633,0.26113900542259216,0.5621418952941895,0.33323678374290466,0.6204075217247009
a,0.47819164395332336,0.7506954669952393,0.6746587753295898,0.6755003333091736,0.7637734413146973,0.44016769528388977,0.7301506996154785,0.21020159125328064,0.7024019956588745,0.05313864350318909,0.6018443703651428,0.2848888635635376,0.5492774248123169,0.14640778303146362,0.5740352272987366,0.3142697215080261,0.5942636132240295,0.43499305844306946,0.4532678425312042,0.3387953042984009,0.40887928009033203,0.21275275945663452,0.4627738893032074,0.42582833766937256,0.49769115447998047,0.5219563841819763,0.33639466762542725,0.40972521901130676,0.2918962240219116,0.3210625946521759,0.37009674310684204,0.5161362886428833,0.42816317081451416,0.592957079410553,0.2350211888551712,0.49615079164505005,0.19827055931091309,0.43804776668548584,0.2648341655731201,0.5728558897972107,0.3203468918800354,0.6262640953063965
a,0.4430672526359558,0.8380639553070068,0.702174723148346,0.6784789562225342,0.8035284280776978,0.4395546317100525,0.7659897804260254,0.21279582381248474,0.7054159045219421,0.042359501123428345,0.6520531177520752,0.2540668249130249,0.6265997886657715,0.08387169241905212,0.6395134329795837,0.2744798958301544,0.6389287710189819,0.3824363648891449,0.49876195192337036,0.276793509721756,0.46970608830451965,0.07436981797218323,0.513923168182373,0.3261566758155823,0.5288118124008179,0.42506474256515503,0.35954514145851135,0.3338192403316498,0.32736754417419434,0.15474119782447815,0.3970324993133545,0.3995545506477356,0.41972193121910095,0.5112016201019287,0.22370009124279022,0.42729923129081726,0.21375563740730286,0.2757820188999176,0.278173565864563,0.431352436542511,0.29926180839538574,0.5253909230232239
a,0.44997861981391907,0.8153365850448608,0.7001338005065918,0.6929646730422974,0.7997876405715942,0.43588221073150635,0.7631890773773193,0.19236056506633759,0.7183800935745239,0.04406726360321045,0.6486058831214905,0.26824063062667847,0.6177629232406616,0.09689758718013763,0.6211119890213013,0.28393587470054626,0.6260305047035217,0.39443910121917725,0.49932336807250977,0.28343209624290466,0.4718320071697235,0.10054141283035278,0.5027077794075012,0.34039467573165894,0.5200113654136658,0.4371556043624878,0.3647436499595642,0.3358081579208374,0.32841455936431885,0.16507020592689514,0.3863540589809418,0.4010372757911682,0.41289806365966797,0.5160624980926514,0.23269234597682953,0.4171990752220154,0.22239509224891663,0.2896384298801422,0.28208762407302856,0.4411056637763977,0.3044622242450714,0.5282556414604187
a,0.545542299747467,0.8729040622711182,0.6979442834854126,0.6296073794364929,0.7555227279663086,0.4006578326225281,0.6915048956871033,0.20202933251857758,0.6468982696533203,0.06325384974479675,0.5682836771011353,0.28044548630714417,0.5747019052505493,0.08033853769302368,0.584237277507782,0.24798817932605743,0.5750325918197632,0.37506571412086487,0.4228877127170563,0.3070298433303833,0.41216200590133667,0.11147210001945496,0.4794766902923584,0.3200385272502899,0.4934503436088562,0.42306607961654663,0.29605287313461304,0.36909860372543335,0.27467676997184753,0.16567422449588776,0.37018486857414246,0.3613226115703583,0.3862599730491638,0.4786418378353119,0.18286454677581787,0.4723076820373535,0.16235099732875824,0.3208819031715393,0.24704869091510773,0.4467291235923767,0.26766011118888855,0.5413225293159485
a,0.45448946952819824,0.8545419573783875,0.6796426177024841,0.6888790130615234,0.7506741881370544,0.4266136884689331,0.746017575263977,0.189338818192482,0.8141932487487793,0.03854012489318848,0.6286055445671082,0.27086925506591797,0.5978378057479858,0.10555051267147064,0.6021244525909424,0.2950301468372345,0.6029508113861084,0.4107058644294739,0.47881001234054565,0.295128732919693,0.4464483857154846,0.12287665903568268,0.47623512148857117,0.3409746587276459,0.49147194623947144,0.44553452730178833,0.3451290428638458,0.35842567682266235,0.30536091327667236,0.192881241440773,0.36840617656707764,0.4034499526023865,0.4006229341030121,0.5142315626144409,0.22406628727912903,0.44589170813560486,0.20484162867069244,0.3167682886123657,0.2701510488986969,0.4530675411224365,0.30464527010917664,0.537099301815033
a,0.462595671415329,0.8396806120872498,0.6689494848251343,0.6746243238449097,0.7477008700370789,0.42978736758232117,0.740138053894043,0.20795567333698273,0.7639539241790771,0.0420362651348114,0.6293928623199463,0.2598015069961548,0.5954142808914185,0.08919022977352142,0.6042535305023193,0.2627350091934204,0.6028848886489868,0.37878409028053284,0.4794487953186035,0.2877409756183624,0.44155263900756836,0.0995069146156311,0.48851436376571655,0.32391664385795593,0.49919912219047546,0.42287302017211914,0.34339573979377747,0.34801730513572693,0.3043738901615143,0.18665553629398346,0.3748040795326233,0.4033699929714203,0.39424899220466614,0.50913405418396,0.22273704409599304,0.43643563985824585,0.1981528252363205,0.3011423349380493,0.26711004972457886,0.4440365433692932,0.29646143317222595,0.5344036817550659
a,0.40524959564208984,0.7572002410888672,0.6469899415969849,0.7102017402648926,0.7738626003265381,0.444480836391449,0.7693286538124084,0.19604775309562683,0.7715800404548645,0.054588764905929565,0.6717750430107117,0.2571518123149872,0.6269140243530273,0.09195856750011444,0.61921226978302,0.26933348178863525,0.6314555406570435,0.3468603789806366,0.5192542672157288,0.2770860493183136,0.46831825375556946,0.10455262660980225,0.4973863363265991,0.33824777603149414,0.5217236280441284,0.382699579000473,0.3810962736606598,0.3170531392097473,0.32799941301345825,0.1670929342508316,0.3813129961490631,0.3942623436450958,0.4165768027305603,0.45824718475341797,0.2528928518295288,0.37097206711769104,0.22696326673030853,0.2751615643501282,0.27406591176986694,0.4312153458595276,0.2980397343635559,0.48875945806503296
a,0.44707927107810974,0.8098005652427673,0.6525512337684631,0.6453022360801697,0.7469239234924316,0.4245406985282898,0.7456298470497131,0.20855304598808289,0.7491903901100159,0.048637837171554565,0.620133101940155,0.23812052607536316,0.6000129580497742,0.07124248147010803,0.598770260810852,0.2256728708744049,0.5973098278045654,0.32363882660865784,0.4777178168296814,0.2611783444881439,0.44961994886398315,0.07497219741344452,0.47824621200561523,0.28216877579689026,0.48480039834976196,0.3722800314426422,0.3498704433441162,0.31445249915122986,0.3165479600429535,0.14475204050540924,0.36589622497558594,0.3457080125808716,0.3794330060482025,0.4475862979888916,0.24073860049247742,0.3907902240753174,0.22415012121200562,0.26157501339912415,0.278911292552948,0.3990866243839264,0.2990427315235138,0.4885472059249878
a,0.4250214695930481,0.7726449370384216,0.6188995242118835,0.632264256477356,0.7259203195571899,0.4211510121822357,0.7411479949951172,0.21716389060020447,0.7488794326782227,0.06170937418937683,0.6211491227149963,0.2407291680574417,0.5974839329719543,0.08270889520645142,0.5736685395240784,0.2145709991455078,0.5747919082641602,0.3133079707622528,0.48150330781936646,0.26268500089645386,0.44070369005203247,0.08541962504386902,0.4570777118206024,0.2796764671802521,0.4759531021118164,0.37533286213874817,0.3601122796535492,0.3074031472206116,0.32453835010528564,0.1648218184709549,0.3641490042209625,0.34951066970825195,0.3872767984867096,0.4411058723926544,0.25599122047424316,0.3691040277481079,0.2333807647228241,0.25056925415992737,0.27526530623435974,0.38495373725891113,0.3013066053390503,0.4711743891239166
a,0.37047329545021057,0.7192091941833496,0.596806526184082,0.6585323810577393,0.7429957389831543,0.4231657385826111,0.7625238299369812,0.19999191164970398,0.7621130347251892,0.0480741411447525,0.6596237421035767,0.24700281023979187,0.6048659682273865,0.07883025705814362,0.5674676895141602,0.241193026304245,0.5743271112442017,0.3470134437084198,0.507385790348053,0.2573215067386627,0.4563075006008148,0.07305857539176941,0.4502028524875641,0.2980015277862549,0.48106837272644043,0.3897017240524292,0.3794459402561188,0.2945341169834137,0.32479554414749146,0.1421700268983841,0.35026755928993225,0.35709813237190247,0.3946129083633423,0.4511409401893616,0.26979589462280273,0.35405927896499634,0.2358800172805786,0.2469649761915207,0.26317495107650757,0.39623552560806274,0.29401838779449463,0.4746924638748169
